feedback_id,order_id,customer_id,rating,feedback_date,satisfaction_category,comments
1445,1740,65,5,2024-08-08,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1446,1741,782,4,2024-09-30,Positive,Arrived earlier than promised! Driver was courteous and professional.
1447,1742,1028,2,2024-08-13,Negative,Poor carrier communication regarding rescheduled drop-off.
1448,1744,1074,1,2024-09-26,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1449,1745,593,2,2024-10-06,Negative,Expected faster fulfillment given the premium price point.
1450,1746,1029,4,2024-08-26,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1451,1748,287,2,2024-08-25,Negative,Expected faster fulfillment given the premium price point.
1452,1749,613,1,2024-08-06,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1453,1750,1405,5,2024-09-30,Very Positive,Seamless delivery experience and fantastic performance so far.
1454,1751,180,1,2024-07-29,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1455,1752,565,,2024-10-01,Unrated,
1456,1753,937,5,2024-07-29,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1457,1754,869,5,2024-08-24,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1458,1755,289,5,2024-09-08,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1459,1756,964,2,2024-09-25,Negative,Expected faster fulfillment given the premium price point.
1460,1757,1157,4,2024-08-02,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1461,1759,1172,4,2024-08-23,Positive,Seamless delivery experience and fantastic performance so far.
1462,1760,445,5,2024-07-13,Very Positive,Seamless delivery experience and fantastic performance so far.
1463,1761,567,3,2024-10-05,Neutral,"Decent service overall, communication could be slightly clearer."
1464,1762,1543,5,2024-09-14,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1465,1764,198,5,2024-07-09,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1466,1765,133,3,2024-08-13,Neutral,Average delivery experience. Vehicle meets expectations.
1467,1766,696,,2024-09-05,Unrated,
1468,1767,1315,5,2024-07-15,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1469,1768,441,5,2024-08-31,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1470,1770,69,2,2024-08-08,Negative,Poor carrier communication regarding rescheduled drop-off.
1471,1771,595,1,2024-08-10,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1472,1772,905,4,2024-09-29,Positive,Arrived earlier than promised! Driver was courteous and professional.
1473,1773,116,2,2024-10-04,Negative,Delivery took over a week past the promised date. Very stressful experience.
1474,1774,869,,2024-08-18,Unrated,
1475,1775,948,5,2024-09-29,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1476,1776,1580,3,2024-09-14,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1477,1777,1494,5,2024-09-13,Very Positive,Seamless delivery experience and fantastic performance so far.
1478,1778,374,1,2024-10-11,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1479,1779,1204,,2024-08-26,Unrated,
1480,1780,118,4,2024-09-02,Positive,Seamless delivery experience and fantastic performance so far.
1481,1781,305,2,2024-08-28,Negative,Delivery took over a week past the promised date. Very stressful experience.
1482,1782,1387,4,2024-09-19,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1483,1783,50,5,2024-09-06,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1484,1784,1402,5,2024-08-05,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1485,1785,339,5,2024-09-18,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1486,1786,846,1,2024-10-14,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1487,1787,95,4,2024-08-30,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1488,1788,965,5,2024-10-07,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1489,1789,855,1,2024-10-03,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1490,1790,391,5,2024-08-25,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1491,1791,187,2,2024-09-16,Negative,Delivery took over a week past the promised date. Very stressful experience.
1492,1792,487,5,2024-09-19,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1493,1794,817,4,2024-09-08,Positive,Seamless delivery experience and fantastic performance so far.
1494,1795,633,5,2024-07-30,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1495,1796,78,1,2024-07-25,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1496,1797,1164,3,2024-08-16,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1497,1800,227,3,2024-08-29,Neutral,Vehicle is solid. Transit took the full promised duration.
1498,1801,1597,5,2024-09-01,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1499,1802,25,2,2024-08-14,Negative,Poor carrier communication regarding rescheduled drop-off.
1500,1803,846,4,2024-07-28,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1501,1804,49,5,2024-09-28,Very Positive,Seamless delivery experience and fantastic performance so far.
1502,1806,524,5,2024-07-14,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1503,1808,901,1,2024-08-30,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1504,1810,687,5,2024-08-11,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1505,1812,83,5,2024-09-05,Very Positive,Seamless delivery experience and fantastic performance so far.
1506,1813,1493,5,2024-08-19,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1507,1814,1269,5,2024-09-08,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1508,1815,1463,5,2024-10-01,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1509,1816,1455,1,2024-10-07,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1510,1817,7,3,2024-08-07,Neutral,Vehicle is solid. Transit took the full promised duration.
1511,1819,373,3,2024-09-19,Neutral,"Decent service overall, communication could be slightly clearer."
1512,1820,544,5,2024-07-26,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1513,1821,153,5,2024-08-24,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1514,1822,356,5,2024-09-10,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1515,1823,245,5,2024-07-15,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1516,1824,157,4,2024-09-19,Positive,Arrived earlier than promised! Driver was courteous and professional.
1517,1825,1302,5,2024-08-04,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1518,1826,302,,2024-08-17,Unrated,
1519,1827,717,3,2024-08-12,Neutral,Average delivery experience. Vehicle meets expectations.
1520,1828,1272,5,2024-07-26,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1521,1829,762,1,2024-09-24,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1522,1830,1062,5,2024-07-18,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1523,1831,1063,4,2024-09-18,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1524,1832,1032,5,2024-10-03,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1525,1833,1475,1,2024-07-19,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1526,1835,1386,,2024-08-04,Unrated,
1527,1837,659,1,2024-10-06,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1528,1838,1585,2,2024-10-10,Negative,Poor carrier communication regarding rescheduled drop-off.
1529,1839,859,4,2024-09-15,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1530,1840,1273,1,2024-10-11,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1531,1841,696,,2024-07-25,Unrated,
1532,1842,1516,5,2024-07-27,Very Positive,Seamless delivery experience and fantastic performance so far.
1533,1844,989,3,2024-08-02,Neutral,Vehicle is solid. Transit took the full promised duration.
1534,1845,588,5,2024-09-28,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1535,1846,1084,5,2024-08-13,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1536,1847,1498,5,2024-09-16,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1537,1849,1426,5,2024-09-09,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1538,1850,1539,3,2024-09-13,Neutral,"Decent service overall, communication could be slightly clearer."
1539,1851,59,5,2024-08-20,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1540,1852,253,4,2024-08-16,Positive,Arrived earlier than promised! Driver was courteous and professional.
1541,1853,1186,2,2024-10-11,Negative,Delayed transit by several days with vague tracking updates.
1542,1854,423,5,2024-07-28,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1543,1855,734,1,2024-08-27,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1544,1856,296,4,2024-08-12,Positive,Arrived earlier than promised! Driver was courteous and professional.
1545,1857,1029,4,2024-08-20,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1546,1858,868,1,2024-10-08,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1547,1860,790,1,2024-09-29,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1548,1861,1029,4,2024-09-05,Positive,Arrived earlier than promised! Driver was courteous and professional.
1549,1862,166,5,2024-09-02,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1550,1863,759,5,2024-08-18,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1551,1864,765,5,2024-07-17,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1552,1865,1170,,2024-08-14,Unrated,
1553,1866,324,2,2024-09-28,Negative,Expected faster fulfillment given the premium price point.
1554,1867,1570,5,2024-09-24,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1555,1868,709,5,2024-09-15,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1556,1869,802,5,2024-09-06,Very Positive,Seamless delivery experience and fantastic performance so far.
1557,1870,632,4,2024-09-13,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1558,1873,1235,1,2024-07-27,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1559,1874,669,1,2024-10-15,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1560,1876,925,5,2024-10-02,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1561,1879,721,2,2024-07-22,Negative,Delayed transit by several days with vague tracking updates.
1562,1880,1151,1,2024-08-02,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1563,1881,895,4,2024-09-18,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1564,1882,1334,5,2024-07-31,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1565,1884,458,5,2024-07-11,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1566,1885,908,5,2024-08-31,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1567,1886,207,5,2024-07-08,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1568,1887,494,5,2024-09-09,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
